"OTUD7A","HGNC:20718","chr15:31767601-32162876","chr15:31475398-31870673","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:20718","2018-04-27T23:05:24+00:00"
"OTX2","HGNC:8522","chr14:57266623-57277197","chr14:56799905-56810479","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8522","2020-09-08T16:12:58+00:00"
"OXCT1","HGNC:8527","chr5:41730167-41870527","chr5:41730065-41870425","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8527","2016-08-22T17:50:55+00:00"
"P3H1","HGNC:19316","chr1:43212045-43232699","chr1:42746374-42767028","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:19316","2015-03-12T03:36:34+00:00"
"PACS1","HGNC:30032","chr11:65837743-66012215","chr11:66070272-66244744","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:30032","2021-12-14T17:12:39+00:00"
"PACS2","HGNC:23794","chr14:105767111-105864484","chr14:105300774-105398147","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:23794","2026-02-25T18:00:30+00:00"
"PAFAH1B1","HGNC:8574","chr17:2496948-2588909","chr17:2593183-2685615","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8574","2020-10-13T16:14:55+00:00"
"PAH","HGNC:8582","chr12:103230667-103352219","chr12:102836889-102958441","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8582","2014-08-28T19:21:24+00:00"
"PAK2","HGNC:8591","chr3:196466728-196559518","chr3:196739857-196832647","Little Evidence for Haploinsufficiency","Little Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8591","2011-12-27T19:25:56+00:00"
"PAK3","HGNC:8592","chrX:110187625-110470589","chrX:110944397-111227361","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8592","2025-04-01T02:08:03+00:00"
"PALB2","HGNC:26144","chr16:23614486-23652631","chr16:23603165-23641310","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:26144","2025-02-24T15:16:39+00:00"
"PALLD","HGNC:17068","chr4:169418203-169849592","chr4:168497052-168928441","No Evidence for Haploinsufficiency","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:17068","2025-06-16T22:32:46+00:00"
"PARK7","HGNC:16369","chr1:8021771-8045565","chr1:7961711-7985505","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:16369","2016-08-22T17:50:56+00:00"
"PARN","HGNC:8609","chr16:14529558-14724117","chr16:14435701-14630260","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8609","2026-05-26T15:36:39+00:00"
"PAX1","HGNC:8615","chr20:21686302-21699119","chr20:21705664-21718481","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8615","2016-08-22T17:50:57+00:00"
"PAX2","HGNC:8616","chr10:102495153-102589701","chr10:100735396-100829944","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8616","2020-02-26T17:11:04+00:00"
"PAX3","HGNC:8617","chr2:223064606-223163717","chr2:222199887-222298998","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8617","2020-05-27T16:26:44+00:00"
"PAX5","HGNC:8619","chr9:36833266-37034265","chr9:36833269-37034268","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8619","2025-02-12T20:09:17+00:00"
"PAX6","HGNC:8620","chr11:31810574-31839509","chr11:31789026-31817961","Sufficient Evidence for Haploinsufficiency","Little Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8620","2015-11-05T20:48:10+00:00"
"PAX8","HGNC:8622","chr2:113973574-114036498","chr2:113215997-113278921","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8622","2021-11-09T17:09:19+00:00"
"PAX9","HGNC:8623","chr14:37126773-37148567","chr14:36657568-36679362","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8623","2020-07-08T18:50:12+00:00"
"PBX1","HGNC:8632","chr1:164528421-164855284","chr1:164559184-164886047","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8632","2019-09-05T17:48:07+00:00"
"PC","HGNC:8636","chr11:66615891-66725854","chr11:66848420-66958383","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8636","2016-08-22T17:50:58+00:00"
"PCARE","HGNC:34383","chr2:29284561-29297389","chr2:29061695-29074523","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:34383","2014-09-25T19:12:59+00:00"
"PCCA","HGNC:8653","chr13:100741347-101182689","chr13:100089093-100530435","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8653","2016-08-22T17:50:59+00:00"
"PCDH15","HGNC:14674","chr10:55562531-57387702","chr10:53802771-55627942","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:14674","2016-08-22T17:51:00+00:00"
"PCDH19","HGNC:14270","chrX:99546642-99665271","chrX:100291644-100410273","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:14270","2023-02-14T17:39:03+00:00"
"PCDH9","HGNC:8661","chr13:66876966-67804468","chr13:66302834-67230336","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8661","2012-06-08T00:17:09+00:00"
"PCDHGA8","HGNC:8706","chr5:140772200-140892542","chr5:141392633-141512975","Dosage Sensitivity Unlikely for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8706","2021-02-02T20:31:03+00:00"
"PCSK9","HGNC:20001","chr1:55505221-55530525","chr1:55039548-55064852","Dosage Sensitivity Unlikely for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:20001","2015-12-17T19:50:38+00:00"
"PCYT1A","HGNC:8754","chr3:195961239-196014597","chr3:196234368-196287726","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8754","2016-08-22T17:51:01+00:00"
"PDE4D","HGNC:8783","chr5:58264865-59792113","chr5:58969038-60522128","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8783","2018-02-02T17:51:16+00:00"
"PDE6C","HGNC:8787","chr10:95372294-95425767","chr10:93612537-93666010","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8787","2016-08-22T17:51:01+00:00"
"PDE6G","HGNC:8789","chr17:79617489-79630157","chr17:81650459-81663127","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8789","2025-05-29T16:38:58+00:00"
"PDGFRA","HGNC:8803","chr4:55095460-55164412","chr4:54229293-54298245","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8803","2025-02-12T20:07:45+00:00"
"PDHA1","HGNC:8806","chrX:19362045-19379836","chrX:19343927-19361718","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8806","2022-09-27T16:16:19+00:00"
"PDHX","HGNC:21350","chr11:34937677-35017675","chr11:34915920-34996128","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:21350","2016-08-22T17:51:02+00:00"
"PDP1","HGNC:9279","chr8:94929151-94938296","chr8:93916923-93926068","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9279","2016-08-22T17:51:03+00:00"
"PDSS2","HGNC:23041","chr6:107473766-107780768","chr6:107152562-107459564","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:23041","2016-08-22T17:51:04+00:00"
"PDX1","HGNC:6107","chr13:28494137-28500450","chr13:27920000-27926313","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6107","2016-08-22T17:51:05+00:00"
"PEG10","HGNC:14005","chr7:94285637-94299007","chr7:94656325-94669695","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:14005","2012-08-22T14:04:19+00:00"
"PEG3","HGNC:8826","chr19:57321450-57352094","chr19:56810082-56840726","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8826","2012-05-17T19:08:38+00:00"
"PEPD","HGNC:8840","chr19:33877856-34012697","chr19:33386950-33521791","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8840","2016-08-22T17:51:06+00:00"
"PEX1","HGNC:8850","chr7:92116339-92157834","chr7:92487025-92528520","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8850","2016-08-22T17:51:07+00:00"
"PEX11B","HGNC:8853","chr1:145516372-145523732","chr1:145911348-145918717","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8853","2016-08-22T17:51:07+00:00"
"PEX14","HGNC:8856","chr1:10535007-10690815","chr1:10474950-10630758","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8856","2016-08-22T17:51:08+00:00"
"PEX16","HGNC:8857","chr11:45931214-45939428","chr11:45909663-45918822","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8857","2016-08-22T17:51:09+00:00"
"PEX26","HGNC:22965","chr22:18560756-18588162","chr22:18077990-18105396","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:22965","2016-08-22T17:51:10+00:00"
"PEX3","HGNC:8858","chr6:143771942-143811753","chr6:143450805-143490616","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8858","2016-08-22T17:51:11+00:00"
"PEX7","HGNC:8860","chr6:137143730-137235072","chr6:136822592-136913934","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8860","2016-08-22T17:51:12+00:00"
"PGAP3","HGNC:23719","chr17:37827375-37844310","chr17:39671122-39688057","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:23719","2016-08-22T17:51:14+00:00"
"PGK1","HGNC:8896","chrX:77359745-77384792","chrX:78104248-78129295","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8896","2024-09-10T16:11:19+00:00"
"PGM1","HGNC:8905","chr1:64059082-64125916","chr1:63593411-63660245","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8905","2016-08-22T17:51:14+00:00"
"PGM3","HGNC:8907","chr6:83860447-83903619","chr6:83148705-83193900","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8907","2016-08-22T17:51:16+00:00"
"PHC1","HGNC:3182","chr12:9067105-9094063","chr12:8913843-8941467","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3182","2016-08-22T17:51:18+00:00"
"PHEX","HGNC:8918","chrX:22050443-22269427","chrX:22032325-22251310","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8918","2012-06-28T19:15:31+00:00"
"PHF12","HGNC:20816","chr17:27232268-27278536","chr17:28905250-28951518","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:20816","2025-04-01T01:06:54+00:00"
"PHF2","HGNC:8920","chr9:96338866-96441869","chr9:93576584-93679587","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8920","2019-02-27T18:00:10+00:00"
"PHF21A","HGNC:24156","chr11:45950870-46143005","chr11:45929319-46121454","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:24156","2023-09-21T19:13:34+00:00"
"PHF3","HGNC:8921","chr6:64345707-64435904","chr6:63635802-63726011","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8921","2019-02-27T21:46:18+00:00"
"PHF6","HGNC:18145","chrX:133507342-133562820","chrX:134373312-134428790","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:18145","2021-02-24T17:36:09+00:00"
"PHF8","HGNC:20672","chrX:53963113-54071569","chrX:53936680-54048936","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:20672","2020-08-26T16:13:38+00:00"
"PHIP","HGNC:15673","chr6:79644136-79787971","chr6:78934419-79078254","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:15673","2022-04-13T18:51:12+00:00"
"PHKB","HGNC:8927","chr16:47495210-47735434","chr16:47461299-47701523","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8927","2016-08-22T17:51:18+00:00"
"PHKG2","HGNC:8931","chr16:30759746-30772497","chr16:30748425-30761176","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8931","2016-08-22T17:51:20+00:00"
"PHLDA2","HGNC:12385","chr11:2949503-2950650","chr11:2928273-2929420","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:12385","2012-03-22T18:34:55+00:00"
"PHOX2B","HGNC:9143","chr4:41746099-41750742","chr4:41744082-41748725","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9143","2024-07-10T14:14:20+00:00"
"PHYH","HGNC:8940","chr10:13319799-13342064","chr10:13277799-13300064","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8940","2016-08-22T17:51:21+00:00"
"PIGA","HGNC:8957","chrX:15337573-15353676","chrX:15319451-15335554","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8957","2025-04-10T19:21:55+00:00"
"PIGN","HGNC:8967","chr18:59708397-59854289","chr18:62017615-62187056","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8967","2016-08-22T17:51:22+00:00"
"PIGO","HGNC:23215","chr9:35088685-35096588","chr9:35088688-35096591","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:23215","2016-08-22T17:51:22+00:00"
"PIGW","HGNC:23213","chr17:34890814-34895152","chr17:36534987-36539303","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:23213","2016-08-22T17:51:23+00:00"
"PIK3CA","HGNC:8975","chr3:178866145-178957881","chr3:179148126-179240093","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8975","2025-03-13T13:33:59+00:00"
"PIK3R2","HGNC:8980","chr19:18263973-18281342","chr19:18153163-18170532","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8980","2015-06-25T13:49:31+00:00"
"PINK1","HGNC:14581","chr1:20959951-20978004","chr1:20633458-20651511","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:14581","2016-08-22T17:51:24+00:00"
"PIP5K1C","HGNC:8996","chr19:3630181-3700466","chr19:3630183-3700468","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8996","2016-08-22T17:51:25+00:00"
"PITPNA","HGNC:9001","chr17:1421012-1466086","chr17:1517718-1562792","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9001","2012-06-07T23:01:19+00:00"
"PITX2","HGNC:9005","chr4:111538579-111563279","chr4:110617423-110642123","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9005","2022-10-24T14:31:19+00:00"
"PITX3","HGNC:9006","chr10:103989946-104001269","chr10:102230189-102241512","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9006","2013-11-06T15:06:36+00:00"
"PKD1","HGNC:9008","chr16:2138709-2185899","chr16:2088708-2135898","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9008","2020-06-10T19:11:44+00:00"
"PKD2","HGNC:9009","chr4:88928787-88998929","chr4:88007635-88077777","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9009","2012-07-06T20:00:34+00:00"
"PKP2","HGNC:9024","chr12:32943689-33049711","chr12:32790755-32896777","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9024","2023-05-10T16:50:26+00:00"
"PLA2G6","HGNC:9039","chr22:38507502-38577837","chr22:38111495-38181830","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9039","2016-08-22T17:51:26+00:00"
"PLAGL1","HGNC:9046","chr6:144261437-144385736","chr6:143940300-144064599","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9046","2012-08-27T02:00:59+00:00"
"PLCB1","HGNC:15917","chr20:8112913-8865547","chr20:8132266-8884900","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:15917","2016-08-22T17:51:27+00:00"
"PLEKHG5","HGNC:29105","chr1:6526152-6580152","chr1:6467122-6520092","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:29105","2016-08-22T17:51:28+00:00"
"PLN","HGNC:9080","chr6:118869459-118882879","chr6:118548296-118561716","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9080","2025-08-29T19:59:09+00:00"
"PLOD1","HGNC:9081","chr1:11994774-12035594","chr1:11934717-11975537","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9081","2016-08-22T17:51:30+00:00"
"PLOD2","HGNC:9082","chr3:145787227-145878971","chr3:146069440-146161184","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9082","2016-08-22T17:51:31+00:00"
"PLOD3","HGNC:9083","chr7:100849265-100860862","chr7:101205984-101217581","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9083","2016-08-22T17:51:32+00:00"
"PLP1","HGNC:9086","chrX:103031434-103047548","chrX:103776506-103792619","Sufficient Evidence for Haploinsufficiency","Sufficient Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9086","2021-04-12T15:06:26+00:00"
"PMM2","HGNC:9115","chr16:8891696-8943182","chr16:8797839-8849325","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9115","2016-08-22T17:51:33+00:00"
"PMP22","HGNC:9118","chr17:15133096-15168643","chr17:15229779-15265326","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9118","2012-07-12T19:09:22+00:00"
"PMS2","HGNC:9122","chr7:6010556-6048737","chr7:5970925-6009106","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9122","2026-04-22T21:04:40+00:00"
"PNP","HGNC:7892","chr14:20937565-20945248","chr14:20469406-20477089","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7892","2016-08-22T17:51:34+00:00"
"POGZ","HGNC:18801","chr1:151375200-151431970","chr1:151402724-151459494","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:18801","2017-12-27T17:50:10+00:00"
"POLD1","HGNC:9175","chr19:50887580-50921275","chr19:50384323-50418018","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9175","2020-06-05T21:15:44+00:00"
"POLE","HGNC:9177","chr12:133200348-133263928","chr12:132623762-132687342","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9177","2019-12-16T22:15:42+00:00"
"POLH","HGNC:9181","chr6:43543922-43588260","chr6:43576185-43620523","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9181","2024-11-13T22:13:36+00:00"
"POLL","HGNC:9184","chr10:103338639-103348027","chr10:101578882-101588270","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9184","2011-12-21T15:42:56+00:00"
"POLR1D","HGNC:20422","chr13:28194880-28241548","chr13:27620743-27667411","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:20422","2021-06-23T16:35:48+00:00"
"POMP","HGNC:20330","chr13:29233267-29253096","chr13:28659130-28678959","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:20330","2015-08-27T14:20:53+00:00"
"POMT1","HGNC:9202","chr9:134378305-134399186","chr9:131502918-131523799","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9202","2025-07-25T15:37:11+00:00"
"POMT2","HGNC:19743","chr14:77741299-77787226","chr14:77274956-77320883","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:19743","2016-08-22T17:51:35+00:00"
"POR","HGNC:9208","chr7:75544473-75616173","chr7:75915155-75986855","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9208","2016-08-22T17:51:36+00:00"
"PORCN","HGNC:17652","chrX:48367380-48379202","chrX:48508992-48520814","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:17652","2012-08-23T19:26:29+00:00"
"POT1","HGNC:17284","chr7:124462440-124569879","chr7:124822386-124929825","Emerging Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:17284","2025-05-30T21:24:40+00:00"
"POU3F3","HGNC:9216","chr2:105470573-105475032","chr2:104854115-104858574","No Evidence for Haploinsufficiency","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9216","2025-01-14T17:26:24+00:00"
"POU3F4","HGNC:9217","chrX:82763298-82767135","chrX:83508290-83512127","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9217","2025-05-28T16:27:06+00:00"
"POU4F3","HGNC:9220","chr5:145718402-145721291","chr5:146338839-146341728","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9220","2023-11-29T17:37:53+00:00"
"PPIB","HGNC:9255","chr15:64448016-64455221","chr15:64155817-64163022","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9255","2016-08-22T17:51:37+00:00"
"PPIP5K1","HGNC:29023","chr15:43825660-43882451","chr15:43533475-43590253","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:29023","2012-08-27T00:33:04+00:00"
"PPM1D","HGNC:9277","chr17:58677554-58743641","chr17:60600193-60666280","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9277","2023-03-28T16:22:11+00:00"
"PPP1CB","HGNC:9282","chr2:28974470-29025806","chr2:28751604-28802940","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9282","2025-05-28T16:35:43+00:00"
